date,metric,StringencyIndex,dailyDeathsPop,dailyCasesPop,state,prec_weighted,temp_weighted,weekday,dayofyear
2020-06-22,0.6305473428284132,0.7778,0.0447008285298568,1.989186869578628,KY,16.404476820465643,29.034181409806052,0,174
2020-06-23,0.6707307872221636,0.7778,0.0,6.749825108008376,KY,10.866602885782594,29.32043417810977,1,175
2020-06-24,0.6914339229340061,0.7778,0.2458545569142124,4.961791966814106,KY,3.333982307717596,27.04721152113669,2,176
2020-06-25,0.7044026098407757,0.7778,0.0223504142649284,5.677005223291813,KY,0.681690728777614,27.486747715358142,3,177
2020-06-26,0.7769352674001563,0.7778,0.1788033141194272,5.408800252112672,KY,0.016766070276802627,28.86122409493552,4,178
2020-06-27,0.7519026113047147,0.7778,0.15645289985449878,6.883927593597948,KY,0.2515273056934589,30.18697540861937,5,179
2020-06-28,0.6181015452538632,0.7778,0.0223504142649284,1.452776927220346,KY,18.858565003071483,26.99558206586521,6,180
2020-06-29,0.6677815883780972,0.6574,0.0894016570597136,2.5702976404667663,KY,21.89186416158794,25.958664503472985,0,181
2020-06-30,0.6801115426750324,0.6574,0.0447008285298568,6.1910647513851655,KY,12.021357595983323,30.80658843656329,1,182
2020-07-01,0.7148395982096076,0.6574,0.111752071324642,4.872390309754391,KY,7.779527429062285,28.36108387706086,2,183
2020-07-02,0.7948291387494085,0.6574,0.15645289985449878,5.297048180788031,KY,5.365570955403968,30.020541563546487,3,184
2020-07-03,0.8690414796911922,0.6574,0.2011537283843556,6.6380730366837355,KY,0.10488602922035056,31.480534805237497,4,185
2020-07-04,0.6379514662037212,0.6574,0.0894016570597136,0.0,KY,1.9996099428736772e-05,31.95626751937685,5,186
2020-07-05,0.5957589585290566,0.6574,0.0,0.0,KY,7.003840931345429e-05,32.98830109499319,6,187
2020-07-06,0.6376513954713006,0.6574,0.0,17.343921469584437,KY,3.2584898516192853,33.16177738056601,0,188
2020-07-07,0.6717403638839505,0.6574,0.1788033141194272,8.202602035228724,KY,4.671635264979125,32.914203790289505,1,189
